5.2	3.4415
5.202	6.3986
5.204	-1.3673
5.206	0.020921
5.208	3.2322
5.21	4.6851
5.212	4.3249
5.214	0.05984
5.216	3.1064
5.218	4.1479
5.22	2.3129
5.222	2.0734
5.224	2.5234
5.226	1.2609
5.228	2.5065
5.23	6.7887
5.232	0.4288
5.234	2.4499
5.236	3.797
5.238	5.2436
5.24	5.2259
5.242	3.7399
5.244	5.3646
5.246	7.0597
5.248	0.091288
5.25	4.6907
5.252	4.2807
5.254	0.83293
5.256	1.6837
5.258	4.7944
5.26	0.73705
5.262	5.0504
5.264	2.9384
5.266	5.8801
5.268	4.5376
5.27	1.5482
5.272	7.5447
5.274	1.9836
5.276	0.72193
5.278	4.4837
5.28	7.4745
5.282	7.8177
5.284	7.1294
5.286	3.4953
5.288	4.1466
5.29	5.0433
5.292	4.7835
5.294	4.9012
5.296	4.0267
5.298	4.1911
5.3	4.6048
5.302	6.1521
5.304	8.353
5.306	8.7641
5.308	4.2846
5.31	3.9889
5.312	4.965
5.314	7.1563
5.316	3.2612
5.318	7.5692
5.32	8.9
5.322	8.8283
5.324	3.4124
5.326	4.8314
5.328	4.4833
5.33	6.3873
5.332	1.1136
5.334	6.755
5.336	4.4893
5.338	5.9562
5.34	3.5233
5.342	3.677
5.344	3.3129
5.346	5.2021
5.348	6.2625
5.35	5.9456
5.352	5.1123
5.354	7.2679
5.356	7.664
5.358	7.918
5.36	5.9715
5.362	8.994
5.364	6.9923
5.366	9.2745
5.368	8.5838
5.37	8.1108
5.372	2.8105
5.374	4.2495
5.376	6.9168
5.378	5.2777
5.38	5.6562
5.382	7.7549
5.384	5.5807
5.386	7.5219
5.388	4.0697
5.39	6.5936
5.392	7.81
5.394	7.7178
5.396	6.9212
5.398	8.0333
5.4	10.141
5.402	1.8085
5.404	7.8261
5.406	7.7119
5.408	8.3616
5.41	8.4503
5.412	11.814
5.414	9.6049
5.416	3.262
5.418	7.6791
5.42	4.9459
5.422	8.0551
5.424	7.9371
5.426	7.8329
5.428	8.1323
5.43	4.935
5.432	6.2846
5.434	9.776
5.436	10.431
5.438	11.462
5.44	4.3388
5.442	7.2663
5.444	11.024
5.446	9.9629
5.448	10.589
5.45	5.5919
5.452	5.5384
5.454	8.8612
5.456	9.0813
5.458	8.0533
5.46	6.7888
5.462	6.2879
5.464	6.4852
5.466	9.5529
5.468	9.0004
5.47	9.9549
5.472	7.1695
5.474	11.193
5.476	7.6522
5.478	8.1617
5.48	7.1132
5.482	8.4137
5.484	8.53
5.486	9.9439
5.488	7.207
5.49	11.102
5.492	7.2164
5.494	8.4959
5.496	7.2643
5.498	10.631
5.5	11.039
5.502	9.1723
5.504	8.6137
5.506	7.6537
5.508	11.858
5.51	6.5149
5.512	7.8272
5.514	6.5019
5.516	11.935
5.518	9.568
5.52	10.056
5.522	10.345
5.524	7.0619
5.526	5.9374
5.528	9.8179
5.53	9.6606
5.532	8.983
5.534	6.6685
5.536	11.14
5.538	8.6407
5.54	10.757
5.542	9.9905
5.544	11.321
5.546	10.115
5.548	10.233
5.55	5.4002
5.552	12.08
5.554	7.4035
5.556	9.8829
5.558	11.595
5.56	7.6141
5.562	10.061
5.564	10.925
5.566	10.066
5.568	10.144
5.57	10.989
5.572	10.127
5.574	9.2692
5.576	11.958
5.578	10.62
5.58	10.208
5.582	12.51
5.584	11.803
5.586	12.038
5.588	10.494
5.59	10.02
5.592	9.5492
5.594	10.901
5.596	11.792
5.598	13.75
5.6	4.452
5.602	5.0572
5.604	13.128
5.606	5.9323
5.608	13.472
5.61	13.995
5.612	3.9638
5.614	12.112
5.616	5.1374
5.618	7.0857
5.62	11.306
5.622	10.256
5.624	6.6672
5.626	11.455
5.628	13.835
5.63	6.964
5.632	6.0201
5.634	4.9068
5.636	7.6389
5.638	7.9283
5.64	4.8992
5.642	8.5595
5.644	4.6494
5.646	8.1623
5.648	8.8165
5.65	7.11
5.652	7.7924
5.654	6.6823
5.656	7.5253
5.658	7.0364
5.66	4.9573
5.662	7.2461
5.664	4.8306
5.666	5.6914
5.668	6.1643
5.67	6.4679
5.672	8.138
5.674	3.1778
5.676	6.1598
5.678	3.3429
5.68	3.3974
5.682	5.8314
5.684	2.5102
5.686	2.318
5.688	1.421
5.69	2.4627
5.692	4.8005
5.694	1.6882
5.696	4.6561
5.698	3.0468
5.7	0.17605
5.702	4.9862
5.704	6.5431
5.706	2.282
5.708	4.4533
5.71	2.4003
5.712	0.60389
5.714	5.422
5.716	6.262
5.718	4.8596
5.72	-0.90017
5.722	2.5492
5.724	-0.52725
5.726	2.1082
5.728	2.4605
5.73	-1.6132
5.732	-0.87005
5.734	-7.7224
5.736	5.2037
5.738	0.8995
5.74	-0.1778
5.742	-1.1381
5.744	-0.56927
5.746	-1.9778
5.748	-1.5295
5.75	-1.1619
5.752	-0.88262
5.754	0.77635
5.756	0.15351
5.758	0.68272
5.76	-3.3763
5.762	-5.4624
5.764	-2.493
5.766	1.5788
5.768	-6.2654
5.77	-6.5305
5.772	-6.535
5.774	-2.5586
5.776	-2.8421
5.778	-4.2678
5.78	-3.3559
5.782	-3.9726
5.784	-4.306
5.786	-4.1188
5.788	-9.468
5.79	-6.3329
5.792	-7.426
5.794	-4.2491
5.796	-4.7333
5.798	-2.5349
5.8	-7.1725
5.802	-4.6188
5.804	-7.5424
5.806	-4.788
5.808	-1.3504
5.81	-5.6392
5.812	-4.7325
5.814	-1.8392
5.816	-1.9978
5.818	-1.5322
5.82	-4.4632
5.822	-5.0619
5.824	-4.9493
5.826	-3.9393
5.828	-6.8077
5.83	-7.3731
5.832	-8.8126
5.834	-9.4192
5.836	-11.391
5.838	-5.1011
5.84	-8.7854
5.842	-6.699
5.844	-7.4019
5.846	-12.372
5.848	-7.5394
5.85	-7.309
5.852	-8.2476
5.854	-7.5754
5.856	-5.8175
5.858	-11.975
5.86	-8.775
5.862	-11.348
5.864	-6.434
5.866	-5.3152
5.868	-9.2762
5.87	-9.7287
5.872	-6.9526
5.874	-10.299
5.876	-9.8884
5.878	-12.469
5.88	-12.404
5.882	-11.419
5.884	-11.943
5.886	-11.402
5.888	-11.278
5.89	-12.042
5.892	-13.934
5.894	-14.884
5.896	-13.74
5.898	-11.707
5.9	-20.093
5.902	-19.546
5.904	-10.884
5.906	-14.044
5.908	-14.283
5.91	-15.35
5.912	-12.653
5.914	-21.352
5.916	-9.8407
5.918	-13.314
5.92	-13.574
5.922	-11.636
5.924	-11.717
5.926	-10.868
5.928	-14.407
5.93	-15.438
5.932	-13.059
5.934	-13.733
5.936	-19.412
5.938	-16.13
5.94	-14.3
5.942	-15.131
5.944	-15.6
5.946	-17.229
5.948	-16.477
5.95	-16.316
5.952	-16.998
5.954	-16.181
5.956	-16.159
5.958	-16.274
5.96	-14.319
5.962	-13.823
5.964	-16.763
5.966	-15.474
5.968	-21.67
5.97	-13.83
5.972	-18.735
5.974	-20.589
5.976	-20.927
5.978	-18.604
5.98	-17.543
5.982	-20.099
5.984	-17.784
5.986	-19.771
5.988	-17.891
5.99	-21.65
5.992	-21.733
5.994	-16.57
5.996	-16.577
5.998	-19.36
6	-19.245
6.002	-20.281
6.004	-15.852
6.006	-26.028
6.008	-14.25
6.01	-26.004
6.012	-16.346
6.014	-19.425
6.016	-17.481
6.018	-18.662
6.02	-16.417
6.022	-16.78
6.024	-19.701
6.026	-20.38
6.028	-15.194
6.03	-24.615
6.032	-22.259
6.034	-17.459
6.036	-17.777
6.038	-19.8
6.04	-22.612
6.042	-25.193
6.044	-14.861
6.046	-17.749
6.048	-15.755
6.05	-16.276
6.052	-17.561
6.054	-18.921
6.056	-15.76
6.058	-15.64
6.06	-13.551
6.062	-16.437
6.064	-19.011
6.066	-17.172
6.068	-15.073
6.07	-16.832
6.072	-15.675
6.074	-14.989
6.076	-17.957
